FullName,FirstName,LastName,Gender,Status,Region,Ethnicity,Occupation_primary,MaritalStatus,Spouse_FirstName,Spouse_Last Name,Spouse_Gender,Spouse_RaceEthnicity,Spouse_Birthday,Spouse_Age,Spouse_Occupation,Street,City,State,ZipCode,Religion_Christian,Religion_Muslim,Religion_Jewish,Religion_Hindu,Religion_Buddhist,Religion_Other,Religion_Spiritual,Religion_None,RoleofFaith_primary,RoleofFaith_spouse,Alcohol_Occasional,Alcohol_Responsible,Alcohol_Irresponsible,DrugUse,Marijuana_Occasional,Marijuana_Regular,Cigarettes_Occasional,Cigarettes_Regular,Vaping_Occasional,Vaping_Regular,JobRetentionChallenges,DayOff_primary,DayOff_spouse,FavoritPlace_primary,FavoritePlace_spouse,Personality_primary,Personality_spouse,SocialStyle_Introverted,SocialStyle_Extraverted,SocialStyle_Both,SadnessResponse_primary,SadnessResponse_spouse,AngerResponse_primary,Anger Response_spouse,Continuing Education,Supports_Holidays,Supports_Job,Supports_Parenting,Supports_Medical,Supports_Legal,Supports_Budgeting,Supports_MentalHealth,Supports_Resources,Supports_Social,Multiple_Matches,Match_Housing,Emergency_Housing,CriminalHistory_Arrested,CriminalHistory_Jail,CriminalHistory_CurrentProbation,Children_Pregnant,Children_Custody1,Children_Custodymultiple,Children_Kincare1,Children_Kincaremultiple,Children_Welfare1,Children_Welfaremultiple,Bio_Important,Bio_Difficult,Sexuality_Heterosexual,Sexuality_Homosexual,Sexuality_Bisexual,Gender_Male,Gender_Female,Gender_Transgender,Gender_Non_binary,Latitude ,Logatitude
Blake & Cynthia Horne,Blake,Horne,Male,FSS,13,,Radiologist,Married,Cynthia,,,White,10/22/1969,52,Mail clerk,4353 Bird Spring Lane,Lawrenceville,Georgia,30043,5,3,2,5,4,4,4,5,Unimportant,Inclusive,5,4,3,3,3,4,5,2,3,4,4,Friends/Family,Shop,Nature,None,Friendly,Adventurous,4,3,4,Listen,Advice,Withdraw,Process,3,4,1,5,4,5,5,4,4,5,checked,,,0,0,2,4,1,4,4,3,1,5,1,2,5,4,5,4,4,2,1,,
Blanche Dougherty,Blanche,Dougherty,Female,Not Moving Forward,6,,Card puncher,,,,,,,,,3268 Vineville Ave,Macon,Georgia,31204,5,4,3,4,4,3,0,0,Inclusive,,5,4,0,1,5,3,4,4,3,3,1,Home,,Event,,Shy,,3,5,4,Advice,,React,,4,4,2,4,5,5,5,1,5,4,,,checked,0,5,1,1,1,4,4,2,2,5,1,0,5,4,3,3,5,5,3,32.853078,-83.678099
Bonita Roundtree,Bonita,Roundtree,Female,Matched,13,,Gas pumping station operator,Single,,,,,,,,1000 Southlake Cir,Morrow,Georgia,30260,5,3,3,4,5,3,3,5,Inclusive,,5,5,5,5,4,2,3,0,0,3,5,Friends/Family,,New,,Reserved,,0,3,4,Listen,,Withdraw,,5,5,5,5,5,5,5,5,0,5,checked,checked,checked,3,5,0,4,1,4,2,4,0,4,5,4,5,4,5,4,5,5,1,33.574988,-84.351395
Bonnie Carter,Bonnie,Carter,Female,Interested,6,,General office clerk,Single,,,,,,,,103 Harmony Crossing #6,Eatonton,Georgia,31024,5,4,5,3,5,5,4,0,Inclusive,,5,4,1,0,2,3,5,4,4,5,5,Shop,,Nature,,Shy,,5,5,3,Listen,,Withdraw,,4,5,2,5,4,5,5,4,5,4,,,,4,5,1,4,1,5,3,3,0,3,5,0,5,5,5,4,0,3,3,33.4234,-83.267784
Bradley & Mary Killian,Bradley,Killian,Male,On Hold,2,,Safe repairer,Married,Mary,,,,3/6/1960,61,Criminal lawyer,324 E Franklin St,Hartwell,Georgia,30643,5,3,5,3,3,4,4,0,Exclusive,Exclusive,5,1,3,3,3,0,4,3,5,5,3,Read/Walk,Friends/Family,New,Event,Reserved,Friendly,3,5,4,Advice,Alone,React,Withdraw,5,5,5,5,4,5,5,5,4,4,checked,,checked,0,0,0,4,0,2,5,1,4,3,0,2,5,4,5,5,5,1,1,34.352864,-82.923831
Brenda Fleming,Brenda,Fleming,Female,Awaiting Training,3,,Costume attendant,Single,,,,,,,,6419 Joe Frank Harris Pkwy,Adairsville,Georgia,30103,5,5,5,1,4,5,0,4,Inclusive,,5,5,4,5,5,2,3,0,3,3,2,Shop,,None,,Reserved,,1,4,5,Listen,,Process,,4,4,4,5,4,5,0,4,2,4,,,,1,0,1,1,2,4,4,1,5,5,2,2,5,5,0,0,0,1,5,34.381723,-84.935516
Brian & Connie Tyndall,Connie,Tyndall,Female,Interested,5,,Technical education teacher,Married,Brian,,,,3/25/1990,31,Instructional aide,1136 Monticello St SW,Covington,Georgia,30014,5,3,5,4,3,4,4,3,Exclusive,Exclusive,5,5,0,0,1,3,5,4,4,4,4,Shop,Home,Pampered,Event,Reserved,Adventurous,3,3,3,Alone,Listen,Withdraw,React,5,4,5,5,5,2,5,4,4,0,checked,,checked,4,1,2,2,0,2,3,5,0,4,3,5,5,4,3,1,5,3,2,33.595915,-83.86068
Brian & Kristen Lamotte,Brian,Lamotte,Male,FSS,14,,Pharmacist,Married,Kristen,,,White,1/4/1968,54,Aerospace engineering and operations technician,1485 Norma Avenue,Alpharetta,Georgia,30004,5,5,5,4,5,2,3,1,Exclusive,Inclusive,5,4,0,4,5,5,4,4,5,2,4,Shop,Friends/Family,Event,Nature,Solitary,Reserved,3,2,5,Listen,Advice,Process,Reconcile,5,5,1,4,5,4,3,4,5,5,,,,0,5,1,5,4,3,5,4,1,3,4,3,5,5,4,4,4,2,4,,
Bruce & Johnnie Wright,Johnnie,Wright,Female,Interested,6,,Lift truck operator,Married,Bruce,,,,9/8/1972,49,Practical nurses,106 Harmony Crossing STE 1,Eatonton,Georgia,31024,5,5,2,4,5,1,5,0,Unimportant,Inclusive,2,5,1,0,1,4,4,3,4,3,3,Shop,Friends/Family,Event,None,Adventurous,Shy,4,3,3,Alone,Listen,Reconcile,Process,3,5,3,5,5,4,4,5,3,0,checked,checked,,0,2,4,4,2,0,4,5,2,0,4,5,5,5,5,1,5,4,1,33.424811,-83.267699
Bryan & Lee Jones,Lee,Jones,Female,Awaiting Training,13,,Coding specialist,Married,Bryan,,,,11/22/1965,56,Wholesale buyer,4130 Austell Rd,Austell,Georgia,30106,5,3,4,4,4,3,4,3,Inclusive,Exclusive,5,1,0,0,4,3,5,5,3,3,3,Shop,Read/Walk,Pampered,Pampered,Friendly,Solitary,5,3,1,Advice,Advice,Reconcile,Withdraw,0,4,4,4,5,4,5,2,5,4,,,checked,1,0,3,0,5,0,0,3,5,2,5,1,5,4,4,4,5,2,3,33.853083,-84.60494
Bryan & Michelle Meade,Michelle,Meade,Female,Interested,2,,Library assistant,Married,Bryan,,,,5/4/1987,34,Brace maker,3490 Keith Bridge Rd Suite D_3,Cumming,Georgia,30041,5,5,3,5,1,1,2,5,Unimportant,Inclusive,5,5,4,0,5,1,3,1,2,3,3,Friends/Family,Read/Walk,None,Pampered,Adventurous,Shy,4,3,3,Listen,Advice,React,React,4,4,4,4,5,4,5,4,5,4,checked,checked,,1,2,4,4,4,5,1,5,5,1,1,1,5,5,5,4,5,3,4,34.25742,-84.071474
Bryan Whitten & Susan Benson,Susan,Benson,Female,Matched,3,,Homeowner association manager,Married,Bryan,Whitten,,White,10/15/1984,37,Aircraft electronics specialist,1713 Radio Park Drive,Rome,Georgia,30161,5,4,4,3,3,4,3,0,Unimportant,Exclusive,5,0,1,5,5,1,1,4,2,0,3,Shop,Home,New,Nature,Friendly,Shy,4,5,4,Listen,Advice,Withdraw,Process,5,4,4,4,5,0,0,4,5,5,,,,0,3,0,4,4,1,5,3,0,5,2,1,5,5,4,4,2,2,3,,
Calvin & Julie Bauman,Julie,Bauman,Female,Completed Training,4,,Umpire,Married,Calvin,,,White,8/22/1987,34,Photographic processing machine operator,1240 GA_54,Fayetteville,Georgia,30214,5,4,5,4,3,3,5,5,Unimportant,Unimportant,5,5,1,5,4,2,5,4,4,4,3,Home,Read/Walk,New,Nature,Reserved,Friendly,3,3,3,Advice,Alone,Withdraw,Reconcile,3,4,4,5,5,4,4,5,5,4,checked,,,0,0,1,4,4,4,1,1,0,1,1,5,5,5,0,5,5,5,0,33.449955,-84.504296
Candice Doner,Candice,Doner,Female,Interested,6,,Motorcycle mechanic,,,,,,,,,1406 Sam Nunn Blvd,Perry,Georgia,31069,5,4,3,4,0,3,4,5,Inclusive,,5,5,0,4,0,2,4,3,3,3,5,Friends/Family,,None,,Shy,,1,3,4,Listen,,Process,,4,5,5,4,5,4,5,5,4,5,,,checked,1,4,2,4,2,5,5,5,3,0,4,4,5,5,5,4,4,4,5,32.468865,-83.740043
Carl & Judy Schulz,Carl,Schulz,Male,Interested,13,,Health care administrator,Married,Judy,,,,9/4/1959,62,Administrative professional,4358 Charla Lane,Braselton,Georgia,30517,5,3,3,4,5,1,3,4,Inclusive,Inclusive,5,4,5,0,1,0,0,0,4,4,0,Read/Walk,Home,Nature,Event,Reserved,Reserved,3,4,4,Listen,Listen,Reconcile,Process,1,4,4,5,5,4,5,4,5,5,checked,,,5,3,0,0,5,4,5,5,2,5,5,4,5,4,4,5,4,2,3,,
Carlos & Marian Pierson,Marian,Pierson,Female,Awaiting Training,14,,Social work assistant,Married,Carlos,,,,5/17/1968,53,Reservation and transportation travel clerk,663 S Stone Mt Lithonia # B,Stone Mountain,Georgia,30083,5,3,5,3,3,5,4,5,Inclusive,Unimportant,5,4,0,1,2,2,0,2,3,3,5,Shop,Movie/Play,Nature,None,Solitary,Adventurous,4,5,3,Advice,Alone,React,React,3,5,4,5,5,5,5,0,0,4,,checked,checked,2,3,1,1,0,2,2,0,4,5,3,4,5,5,5,5,5,2,4,33.778908,-84.161739
Carol Gibson,Carol,Gibson,Female,Matched,13,African American,Building manager,Married,,,,,,,,2787 Circle Drive,Lawrenceville,Georgia,30045,5,4,4,3,5,4,3,5,Inclusive,,5,4,2,1,5,1,5,4,5,3,0,Home,,Event,,Reserved,,3,5,4,Advice,,Reconcile,,3,4,5,5,5,5,4,5,2,4,,checked,checked,0,4,4,4,4,2,1,4,1,0,4,1,5,0,2,1,5,3,5,,
Carolyn Flores,Carolyn,Flores,Female,Interested,2,,Composer,Single,,,,,,,,911 Market Pl Blvd #14,Cumming,Georgia,30041,1,5,2,5,4,3,4,5,Exclusive,,5,5,3,4,3,4,5,0,0,5,2,Movie/Play,,None,,Friendly,,3,3,4,Listen,,Reconcile,,0,4,4,4,5,4,4,5,4,5,,,checked,5,3,1,5,4,1,5,3,5,3,0,4,5,5,5,4,5,1,1,34.181322,-84.133269
Carolyn Geary,Carolyn,Geary,Female,Interested,3,,Small engine service technician,Single,,,,,,,,4040 Chapel Hill Rd Suite G,Douglasville,Georgia,30135,5,3,3,4,3,5,5,3,Inclusive,,5,4,1,0,3,3,2,2,4,2,4,Movie/Play,,Nature,,Reserved,,3,4,4,Alone,,React,,4,4,4,4,5,5,4,5,4,4,checked,checked,checked,5,1,1,4,3,2,0,4,0,4,1,0,5,5,2,1,5,0,5,33.696145,-84.714574
Carolyn Zucker,Carolyn,Zucker,Female,Interested,2,,Radio announcer,Single,,,,,,,,560 Lakeland Plaza,Cumming,Georgia,30040,5,4,5,3,3,4,1,5,Unimportant,,5,5,4,0,4,0,5,4,3,1,5,Friends/Family,,New,,Friendly,,3,4,4,Alone,,React,,5,5,4,5,5,4,5,4,5,4,,checked,,2,0,0,4,5,2,5,3,5,4,0,0,5,4,5,4,0,4,5,34.186011,-84.144658
Carrie Flores,Carrie,Flores,Female,Interested,4,,Clinical psychologist,Single,,,,,,,,1201 Maple St,Carrollton,Georgia,30117,5,4,4,1,5,5,4,3,Exclusive,,5,5,1,1,5,3,5,0,4,4,5,Movie/Play,,New,,Friendly,,3,4,5,Alone,,Process,,5,4,5,5,5,5,5,4,5,4,checked,,checked,5,5,5,0,5,2,1,3,5,5,0,3,5,5,5,1,4,2,5,33.572826,-85.091475
Caryl Fillmore,Caryl,Fillmore,Female,OOS,13,,Gaming manager,Single,,,,,,,,4140 Jonesboro Rd # A6,Forest Park,Georgia,30297,5,4,5,4,5,1,4,3,Inclusive,,5,5,0,1,3,0,5,4,5,3,4,Friends/Family,,Event,,Reserved,,4,4,3,Advice,,Process,,5,4,4,4,4,5,2,5,4,4,checked,checked,,0,1,0,3,4,4,4,4,5,4,2,0,1,4,2,4,4,4,4,33.643912,-84.362543
Catherine Young,Catherine,Young,Female,Interested,9,,Mechanical engineer,,,,,,,,,18 Commerce St,Alamo,Georgia,30411,5,4,3,5,4,4,2,5,Inclusive,,4,2,5,1,0,0,3,4,4,3,4,Home,,Pampered,,Reserved,,4,4,4,Alone,,React,,3,5,5,5,1,4,5,3,4,4,checked,,,0,5,1,4,5,4,5,1,2,2,1,1,5,4,5,4,4,1,5,32.147049,-82.777753
Cecilia Childers,Cecilia,Childers,Female,Awaiting Training,11,,Air Force,Single,,,,,,,,902 S Pierce St,Alma,Georgia,31510,5,5,4,1,4,5,4,3,Inclusive,,5,4,1,0,2,3,4,3,3,4,4,Home,,Pampered,,Shy,,5,2,5,Listen,,React,,4,5,5,4,4,4,4,5,5,4,,checked,,0,2,5,4,4,3,3,0,1,4,3,0,5,4,4,4,0,0,1,31.535278,-82.462879
Cesar & Cathy Steele,Cathy,Steele,Female,Awaiting Training,14,,Government accountant,Married,Cesar,,,,8/1/1982,39,Job service consultant,8390 Senoia Rd,Fairburn,Georgia,30213,5,2,4,4,4,4,5,5,Unimportant,Unimportant,5,5,1,3,3,1,5,0,3,5,4,Read/Walk,Friends/Family,Nature,None,Adventurous,Friendly,3,3,3,Listen,Alone,React,Withdraw,3,5,5,5,4,5,4,5,4,5,,checked,checked,3,1,1,5,0,0,3,3,5,5,5,2,5,5,4,4,4,3,3,33.528811,-84.575156
Chad & Anita Koh,Anita,Koh,Female,Interested,7,,Realtor,Married,Chad,,,,3/21/1992,29,Community association manager,4460 Washington Rd #20,Evans,Georgia,30809,1,4,5,4,5,2,4,5,Unimportant,Exclusive,5,5,2,5,5,3,2,2,4,4,3,Home,Friends/Family,Event,Event,Friendly,Reserved,5,3,5,Advice,Listen,Reconcile,Reconcile,3,4,5,4,1,4,0,4,5,5,,,,3,5,1,5,4,3,2,1,0,0,5,3,5,5,4,5,0,2,4,33.544566,-82.144344
Charlene Andersen,Charlene,Andersen,Female,OOS,11,,Trader,Single,,,,,,,,403 College St,Nashville,Georgia,31639,5,3,4,4,1,2,0,4,Exclusive,,5,4,3,1,0,4,0,0,4,0,5,Friends/Family,,Nature,,Friendly,,5,4,3,Advice,,React,,3,5,4,5,5,5,4,4,4,5,,checked,checked,1,1,0,1,4,3,1,4,2,4,1,0,5,3,5,5,2,2,1,31.203385,-83.251228
Charles & Karen Squier,Charles,Squier,Male,Matched,9,,Tool and die maker,Married,Karen,,,White,1/13/1993,29,Chemical technician,153 S 1st St,Jesup,Georgia,31545,5,3,5,4,4,4,4,3,Inclusive,Unimportant,2,5,1,3,4,2,4,4,5,5,4,Shop,Shop,None,Event,Adventurous,Reserved,4,4,5,Alone,Listen,Reconcile,Process,4,4,4,5,4,5,4,5,3,5,checked,,,3,4,2,5,0,0,4,3,5,5,5,0,5,1,4,4,4,2,0,31.606129,-81.885862
Charles & Martha Bopp,Martha,Bopp,Female,Matched_Current,13,,Ground controller,Married,Charles,,Male,White,5/13/1982,39,Counseling psychologist,4353 Jonesboro Rd,Forest Park,Georgia,30297,5,3,4,3,5,4,4,4,Exclusive,Unimportant,5,4,2,1,3,4,4,5,4,4,0,Friends/Family,Friends/Family,Pampered,Event,Adventurous,Adventurous,5,5,3,Advice,Alone,Process,Reconcile,5,4,4,3,5,4,4,4,4,5,checked,checked,,5,2,3,3,4,3,1,4,5,3,1,3,5,2,5,5,2,2,3,33.635703,-84.35973
Charles & Mary Schmidt,Mary,Schmidt,Female,Interested,13,,Trader,Married,Charles,,,,6/21/1985,36,Sociocultural anthropologist,2860 East_West Connector #2,Austell,Georgia,30106,5,5,4,0,4,4,5,4,Unimportant,Inclusive,5,5,4,1,5,3,3,5,5,1,4,Read/Walk,Friends/Family,Nature,None,Friendly,Solitary,5,5,4,Listen,Advice,Reconcile,Process,4,5,5,4,4,5,5,5,5,4,checked,checked,,2,4,3,1,4,2,3,2,4,1,5,4,5,5,4,3,4,5,4,33.867114,-84.627126
Charles & Michelle Woodruff,Michelle,Woodruff,Female,Awaiting Training,13,,Heavy_duty truck mechanic,Married,Charles,,,,12/22/1965,56,Product designer,3290 Buford Dr A_2,Buford,Georgia,30519,5,5,5,3,3,4,3,2,Unimportant,Inclusive,5,5,5,0,4,5,5,5,1,4,4,Home,Read/Walk,None,Pampered,Adventurous,Reserved,5,3,5,Alone,Alone,Process,Process,5,5,4,5,4,4,4,4,4,5,,,,5,1,5,0,4,5,1,5,1,3,5,4,5,5,0,4,4,4,2,34.068693,-83.986664
Charles & Paula Geiger,Paula,Geiger,Female,OOS,14,,Behavioral disorder counselor,Married,Charles,,,,12/23/1957,64,Arc cutter,2500 N Decatur Rd,Decatur,Georgia,30033,5,3,3,3,5,4,4,4,Exclusive,Exclusive,5,5,0,3,2,4,4,3,1,5,1,Shop,Friends/Family,New,Pampered,Shy,Friendly,3,1,4,Listen,Advice,Withdraw,Process,4,4,0,0,5,4,4,5,4,5,,checked,,5,5,4,5,3,4,0,4,4,0,3,2,5,5,4,4,5,1,0,33.794096,-84.290953
Charles Simmons,Charles,Simmons,Male,Awaiting Training,3,,Ecologist,Single,,,,,,,,941 Hwy 140 NW,Adairsville,Georgia,30103,5,5,5,4,5,4,5,3,Unimportant,,1,5,1,1,1,3,4,1,5,1,4,Shop,,Pampered,,Reserved,,4,3,5,Advice,,Withdraw,,3,4,4,1,5,4,5,5,5,5,checked,checked,checked,0,1,5,3,4,1,4,2,1,5,3,2,5,5,5,5,5,5,0,34.378456,-84.909209
Charlotte Holmes,Charlotte,Holmes,Female,FSS,6,,Substance abuse and behavioral disorder counselor,Married,,,,,,,,1137 Lake Oconee Pkwy,Eatonton,Georgia,31024,5,1,1,3,4,5,4,5,Exclusive,,5,4,0,4,1,3,5,5,1,3,3,Shop,,None,,Reserved,,1,5,5,Advice,,Withdraw,,4,5,5,4,4,4,1,4,0,4,checked,checked,,0,0,3,4,5,2,0,3,0,2,1,0,5,3,5,4,5,0,4,33.441446,-83.264358
Charlotte Hudson,Charlotte,Hudson,Female,FSS,13,,Motorboat mechanic,,,,,,,,,181 Washington Street,Sugar Hill,Georgia,30518,5,3,5,3,2,3,1,2,Unimportant,,5,5,0,2,3,0,5,0,2,4,4,Read/Walk,,Event,,Reserved,,4,3,4,Alone,,Reconcile,,4,4,4,5,4,4,4,5,4,5,checked,,checked,0,5,4,4,5,5,4,0,5,5,3,0,5,0,0,5,5,5,0,,
Charlotte Johnson,Charlotte,Johnson,Female,Interested,13,,Greenhouse manager,,,,,,,,,1039 Peachtree Industrial Blvd a108,Suwanee,Georgia,30024,5,4,4,1,5,5,4,3,Unimportant,,5,4,2,5,5,1,3,3,5,5,5,Read/Walk,,Nature,,Shy,,3,4,0,Listen,,Process,,4,4,5,4,4,5,5,5,4,4,checked,checked,,1,1,2,5,0,0,4,4,0,2,1,3,5,4,4,4,4,3,5,34.051724,-84.09097
Charlotte Sanford,Charlotte,Sanford,Female,Interested,14,,Library binding worker,,,,,,,,,2225 Old Milton Pkwy,Alpharetta,Georgia,30004,5,5,5,4,3,4,5,5,Unimportant,,5,4,0,4,4,0,1,4,3,3,4,Shop,,New,,Adventurous,,3,4,5,Advice,,Reconcile,,5,0,5,4,4,5,5,5,4,5,,,,2,5,0,3,3,5,5,3,1,3,3,3,5,3,4,4,5,2,1,34.070366,-84.293091
Chas & Cheryl Reddick,Chas,Reddick,Male,Awaiting Training,4,,"Furnace, kiln, oven, drier, and kettle operator",Married,Cheryl,,,,2/10/1987,34,"Tank car, truck, and ship loader",718 Old Hwy 3,Hampton,Georgia,30228,5,3,0,5,4,5,4,4,Exclusive,Exclusive,3,4,4,3,4,0,3,0,3,3,4,Home,Movie/Play,New,Event,Friendly,Solitary,5,3,3,Advice,Listen,Withdraw,Process,4,5,4,4,4,5,5,4,4,5,checked,checked,,0,1,2,3,5,5,5,0,4,5,5,2,5,5,5,4,2,4,4,33.425088,-84.284619
Chelsea Dalton,Chelsea,Dalton,Female,On Hold,11,,"Molding, coremaking, and casting machine operator",Single,,,,,,,,502 S Pierce St,Alma,Georgia,31510,5,5,5,5,3,0,4,3,Inclusive,,5,0,0,0,4,3,4,0,3,4,5,Movie/Play,,Event,,Reserved,,5,4,4,Alone,,Reconcile,,4,5,4,5,5,5,5,5,5,4,,checked,,4,2,0,1,1,4,3,3,3,3,3,3,5,1,5,5,5,4,4,31.538208,-82.462562
Cheryl Armijo,Cheryl,Armijo,Female,On Hold,3,,Tree planter,,,,,,,,,770 Braves Blvd NE,Rome,Georgia,30161,5,3,0,3,5,2,4,2,Unimportant,,5,4,0,2,2,3,0,5,5,1,3,Read/Walk,,Nature,,Solitary,,4,5,4,Alone,,React,,5,5,4,5,4,5,4,5,4,4,checked,,checked,3,5,2,3,4,3,5,5,5,2,2,2,5,3,4,4,1,2,1,34.284958,-85.16507
Cheryl Grondin,Cheryl,Grondin,Female,Not Moving Forward,8,,Color printer operator,,,,,,,,,4575 Bedgood Ave,Arabi,Georgia,31712,5,3,5,4,5,4,0,0,Inclusive,,5,4,2,0,0,1,5,5,3,4,1,Read/Walk,,Event,,Adventurous,,3,4,5,Alone,,Process,,0,5,5,4,4,4,4,5,5,4,,,checked,1,5,3,2,5,5,3,3,4,2,0,3,5,5,5,4,1,3,0,31.825843,-83.736993
Cheryl Maher,Cheryl,Maher,Female,Awaiting Training,8,,Organizational development manager,Single,,,,,,,,1358 13th St,Columbus,Georgia,31901,5,4,3,3,4,1,1,4,Exclusive,,5,5,2,0,3,4,4,4,3,2,5,Read/Walk,,New,,Friendly,,2,3,4,Alone,,Withdraw,,5,5,5,5,4,4,4,5,5,4,checked,checked,,0,3,1,5,4,3,5,5,2,1,2,5,5,5,5,5,5,0,4,32.47077,-84.972123
Christian & Sandra James,Christian,James,Male,Matched,13,,Graphic artist,Married,Sandra,,,White,3/1/1956,65,Vocational nurse,497 Whispering Pines Circle,Suwanee,Georgia,30024,5,5,5,4,5,0,3,4,Unimportant,Inclusive,5,4,0,2,5,1,3,5,1,0,1,Read/Walk,Shop,Nature,New,Shy,Solitary,3,3,1,Alone,Listen,Process,React,5,5,5,4,4,5,4,5,5,5,checked,,,5,5,1,3,1,2,2,3,2,4,1,5,5,4,2,5,4,1,2,,
Christian & Sonia Casale,Christian,Casale,Male,OOS,11,,Sales agent,Married,Sonia,,,,10/10/1957,64,Finance officer,771 E Washington Ave,Ashburn,Georgia,31714,5,0,3,3,3,5,3,5,Exclusive,Inclusive,5,5,3,0,4,1,4,4,2,3,1,Friends/Family,Shop,None,None,Reserved,Shy,4,4,4,Listen,Alone,React,Reconcile,4,4,4,4,4,5,4,5,4,3,,checked,,3,1,0,1,4,3,5,2,3,1,3,3,5,2,3,5,4,2,5,31.711224,-83.639786
Christina Caverly,Christina,Caverly,Female,Matched_Current,2,African American,Graduate teaching assistant,Single,,,,,,,,1087 E Franklin St,Hartwell,Georgia,30643,5,3,5,4,3,5,3,4,Inclusive,,5,1,1,3,5,5,4,2,1,3,5,Read/Walk,,Pampered,,Friendly,,4,5,4,Alone,,React,,3,1,1,4,4,5,3,5,5,4,checked,,checked,5,5,2,0,3,2,2,3,3,3,1,2,5,4,5,4,0,2,5,34.355216,-82.909687
Christine Haynes,Christine,Haynes,Female,Completed Training,5,,Closed captioner,Single,,,,,,,,614 Elbert St,Elberton,Georgia,30635,5,4,4,5,5,4,3,5,Exclusive,,5,5,4,2,5,5,0,1,3,4,3,Shop,,Event,,Adventurous,,3,4,4,Advice,,Withdraw,,5,4,4,5,5,4,4,5,5,4,checked,checked,,3,2,1,5,4,3,0,0,0,2,0,2,5,4,5,0,4,3,2,34.103429,-82.852683
Christopher & Fern Lewis,Fern,Lewis,Female,OOS,1,,Correctional officer,Married,Christopher,,,,10/18/1990,31,Network administrator,67 Depot St Ste 101,Ellijay,Georgia,30540,5,4,4,4,2,3,1,3,Exclusive,Exclusive,5,1,0,2,4,5,0,5,2,1,4,Shop,Shop,None,None,Solitary,Reserved,3,4,4,Listen,Advice,Reconcile,Reconcile,4,4,5,3,4,5,5,4,5,4,checked,checked,checked,0,5,1,0,4,4,2,3,0,4,4,4,5,4,3,5,4,2,4,34.69,-84.476667
Christopher & Heidi Ingalls,Christopher,Ingalls,Male,Awaiting Training,4,,Curriculum specialist,Married,Heidi,,,,10/18/1970,51,General maintenance and repair worker,1074 Bear Creek Blvd,Hampton,Georgia,30228,5,3,4,5,5,4,4,5,Exclusive,Inclusive,5,5,5,1,5,0,0,5,5,3,2,Home,Shop,Nature,Pampered,Reserved,Solitary,4,5,5,Alone,Alone,React,Process,5,5,4,4,5,5,5,4,5,4,checked,checked,,3,0,1,5,3,1,0,2,2,0,3,0,5,4,4,5,4,3,5,33.380015,-84.29967
Christopher & Juanita Johns,Christopher,Johns,Male,Certified,2,,Industrial machinery mechanic,Married,Juanita,,,,1/7/1967,55,Unlicensed assistive personnel,15 E Franklin St,Hartwell,Georgia,30643,5,3,2,4,4,5,5,3,Exclusive,Inclusive,2,4,0,0,5,5,5,4,2,1,1,Friends/Family,Read/Walk,New,New,Reserved,Friendly,3,5,4,Alone,Advice,React,Withdraw,5,4,5,5,1,5,5,4,2,0,checked,,checked,1,0,4,3,2,1,5,5,1,1,4,0,5,5,4,5,2,1,0,34.353215,-82.929168
Christopher & Pamela Simmons,Pamela,Simmons,Female,Interested,1,,Heat treating equipment setter,Married,Christopher,,,,9/26/1957,64,Assistant manager,73 Parkway Dr,Fort Oglethorpe,Georgia,30742,5,1,1,3,5,4,3,3,Unimportant,Inclusive,5,5,1,2,0,4,5,5,4,2,5,Shop,Read/Walk,Nature,Event,Friendly,Adventurous,3,0,5,Listen,Alone,Reconcile,Withdraw,0,5,2,4,4,4,4,4,4,4,,,,3,2,0,5,4,5,3,1,4,3,4,3,5,4,4,5,4,0,3,34.938912,-85.217835
Christopher & Valerie Arroyo,Christopher,Arroyo,Male,Completed Training,6,,Database administrator,Married,Valerie,,,White,2/7/1984,37,Dishwasher,2485 N Columbia St STE 101,Milledgeville,Georgia,31061,5,4,4,4,5,0,0,1,Exclusive,Inclusive,5,5,2,0,5,4,5,1,5,4,4,Shop,Read/Walk,Event,Nature,Friendly,Adventurous,3,4,5,Advice,Alone,React,Reconcile,2,5,5,2,4,3,5,4,5,0,,checked,,0,1,3,3,5,4,4,3,5,1,2,5,5,5,2,5,4,2,3,33.112563,-83.25587
Christopher & Vanessa Pugh,Christopher,Pugh,Male,FSS,1,,Press relations specialist,Married,Vanessa,,,White,5/29/1982,39,Cosmetologist,511 E Main St,Blue Ridge,Georgia,30513,5,5,5,4,3,4,4,0,Unimportant,Inclusive,1,2,3,0,3,0,5,5,3,3,5,Movie/Play,Friends/Family,Pampered,Nature,Shy,Solitary,3,3,3,Listen,Listen,Reconcile,Withdraw,3,5,5,0,5,5,5,5,4,4,,,checked,1,0,4,1,3,5,1,5,4,4,3,5,5,4,1,4,4,3,2,34.867742,-84.322258
Cindy Lyons,Cindy,Lyons,Female,Interested,9,,Fitness director,Single,,,,,,,,112 Sunset Blvd,Jesup,Georgia,31545,5,4,5,3,5,3,5,0,Unimportant,,5,4,3,4,4,3,3,3,0,2,5,Home,,Pampered,,Solitary,,5,4,3,Alone,,React,,5,4,5,5,4,4,4,5,5,4,checked,,checked,5,2,1,4,3,4,0,3,2,1,4,5,5,4,4,0,3,1,3,31.621445,-81.901711
